0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,4,13,20,25,28,32,38,43,51,61,75,85,89,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,101,103,103,103,103,103,103,103,106,108,110,114,121,123,125,127,129,129,130,131,131,133,135,142,146,151,158,166,172,174,176,181,183,185,189,193,194,195,197,199,200,201,203,209,215,218,225,230,238,255,276,295,317,365,407,450,509,569,635,726,813,956,1106,1285,1466,1680,1874,2085,2253,2433,2603,2775,2973,3144,3338,3579,3797,4003,4247,4543,4838,5154,5518,5932,6364,6765,7156,7594,8097,8688,9270,9786,10148,10511,10876,11240,11549,11811,12089,12361,12648,12939,14793,15029,15132,15204,15241,15262,15273,15278,15290,15291,15293,15293,15293,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300/1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,5,5,6,8,9,13,14,18,25,31,34,37,41,41,41,45,52,59,66,69,77,86,90,98,109,118,131,141,160,172,183,203,221,236,248,272,298,321,351,375,400,418,435,458,480,506,527,558,571,602,617,638,656,673,691,707,730,749,766,782,799,819,843,861,890,907,931,948,970,986,1021,1046,1075,1088,1117,1140,1158,1177,1215,1248,1278,1312,1356,1387,1435,1492,1539,1581,1640,1689,1726,1780,1837,1892,1938,1984,2030,2069,2130,2179,2245,2323,2414,2517,2677,2910,3165,3441,3750,4003,4280,4511,4737,4978,5237,5524,5788,6061,6290,6575,6891,7183,7562,7966,8269,8458,8629,8768,8915,9073,9234,9392,9531,9685,9899,10134,10419,10735,11074,11403,11723,11940,12153,12359,12583,12913,13327,13827,14117,14358,14536,14666,14766,14851,14923,14997,15055,15103,15141,15181,15211,15225,15241,15258,15270,15277,15284,15290,15293,15294,15297,15297,15299,15299,15299,15299,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300/1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,3,3,3,3,4,5,5,6,6,7,10,12,16,16,17,18,20,20,21,22,22,23,24,24,26,27,29,30,33,34,36,36,40,42,46,49,51,57,61,69,71,78,81,89,94,101,111,120,131,142,162,171,191,198,215,243,260,277,293,315,337,359,378,401,421,434,465,495,522,541,562,593,621,655,676,714,748,775,801,829,863,895,925,956,983,1025,1051,1087,1117,1149,1192,1245,1304,1361,1440,1510,1593,1670,1765,1871,1969,2099,2247,2437,2675,2962,3320,3771,4187,4559,4991,5435,5917,6341,6644,6855,7039,7230,7402,7545,7671,7789,7897,8021,8140,8336,8515,8727,8874,8995,9156,9340,9561,9766,9999,10285,10571,10827,11032,11241,11474,11712,12018,14596,14794,14905,14984,15039,15078,15118,15151,15187,15208,15226,15236,15250,15266,15276,15281,15286,15289,15293,15294,15297,15297,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300/1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,6,8,11,15,18,23,24,25,28,31,34,34,40,50,54,58,67,75,80,88,97,106,120,133,141,159,169,182,204,222,234,253,266,291,314,326,340,356,376,393,407,424,447,463,480,504,531,560,586,620,645,674,700,737,756,775,793,829,860,885,915,946,976,1013,1045,1071,1116,1146,1174,1208,1247,1288,1325,1356,1397,1421,1453,1474,1508,1547,1577,1610,1645,1680,1720,1760,1793,1841,1907,1973,2034,2114,2211,2323,2455,2616,2790,3029,3288,3653,3990,4322,4667,4984,5314,5633,5983,6381,6759,7030,7346,7528,7719,7897,8026,8135,8249,8371,8559,8714,8835,9015,9173,9389,9609,9860,10137,10405,10671,10989,11216,11457,11658,11854,12097,12407,12734,14300,14509,14621,14730,14809,14881,14948,14993,15044,15095,15138,15172,15206,15231,15251,15259,15269,15275,15280,15286,15288,15292,15295,15298,15299,15299,15299,15299,15299,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300/1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,6,7,10,14,15,16,19,20,21,23,26,28,29,31,35,38,39,42,44,48,52,58,61,67,75,78,81,91,100,109,122,137,156,169,190,207,222,254,276,302,339,362,389,415,441,467,496,517,538,564,591,615,647,680,711,739,765,790,813,843,877,914,949,1004,1063,1100,1161,1222,1279,1340,1396,1461,1517,1587,1649,1711,1768,1826,1893,1952,2018,2084,2128,2200,2270,2346,2426,2507,2622,2756,2938,3135,3405,3728,4101,4503,4961,5448,5790,6135,6501,6829,7087,7346,7558,7748,7926,8067,8172,8268,8355,8453,8567,8676,8803,8959,9104,9276,9424,9561,9705,9891,10080,10246,10418,10619,10874,11103,11292,11541,11756,12061,12429,14075,14363,14560,14687,14797,14889,14956,15014,15063,15100,15131,15160,15186,15207,15227,15244,15258,15265,15276,15280,15284,15290,15294,15295,15297,15297,15297,15297,15297,15297,15299,15299,15299,15299,15299,15300,15300,15300,15300,15300/1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,4,5,8,11,18,23,27,36,49,60,71,80,87,97,106,112,119,126,138,147,159,163,167,178,183,187,197,211,220,226,234,240,247,256,261,268,280,289,298,303,315,326,333,341,359,381,402,424,440,456,474,486,505,522,543,565,592,621,649,693,727,762,801,843,885,935,992,1045,1089,1146,1196,1250,1305,1352,1408,1465,1524,1578,1640,1699,1760,1804,1853,1911,1967,2014,2059,2120,2170,2218,2277,2319,2372,2420,2481,2535,2595,2649,2707,2776,2855,2937,3030,3114,3228,3354,3479,3629,3760,3890,4037,4194,4362,4513,4693,4891,5102,5319,5515,5750,6041,6372,6660,6926,7186,7448,7725,8037,8383,8744,9092,9471,9851,10275,10674,11040,11311,11545,11741,11944,12174,12317,12487,12602,12747,12938,13063,13176,13303,13442,13577,13762,13942,14115,14223,14522,14623,14705,14766,14823,14875,14922,14965,14995,15038,15064,15099,15125,15163,15185,15209,15227,15240,15251,15266,15273,15285,15290,15294,15296,15299,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300/1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,4,5,5,6,7,7,10,13,16,17,21,24,29,34,40,49,67,86,111,187,301,479,625,791,943,1107,1282,1462,1749,1997,2266,2542,2743,2925,3062,3210,3345,3450,3563,3706,3821,3945,4071,4220,4368,4558,4815,5118,5509,5939,6377,6750,7195,7658,8046,8457,8773,9049,9295,9541,9807,10108,10345,10636,10965,11494,12144,12753,14621,14933,15070,15173,15226,15256,15276,15286,15292,15297,15297,15298,15298,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300/1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,3,5,7,10,12,14,25,33,43,57,76,112,197,339,528,691,834,1010,1196,1408,1619,1878,2113,2342,2616,2806,2974,3114,3239,3369,3504,3629,3732,3868,3995,4121,4268,4425,4606,4855,5201,5570,6053,6482,6891,7329,7767,8182,8572,8872,9163,9418,9639,9903,10178,10454,10741,11088,11549,12274,12872,14610,14951,15148,15223,15254,15275,15281,15293,15296,15297,15298,15298,15298,15298,15298,15299,15299,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300/1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,6,8,10,11,15,19,21,22,28,34,42,46,52,58,68,73,80,91,106,120,133,141,154,161,168,186,207,227,249,274,296,317,344,365,390,421,443,475,495,536,573,594,625,652,693,722,764,802,833,881,930,976,1015,1070,1115,1158,1202,1256,1307,1359,1406,1458,1508,1571,1633,1679,1746,1806,1873,1952,2031,2121,2225,2347,2467,2621,2772,2961,3163,3385,3615,3863,4133,4427,4732,5047,5386,5681,6006,6317,6602,6893,7206,7497,7820,8216,8667,9071,9441,9798,10129,10381,10599,10805,11009,11178,11354,11557,11715,11892,12078,12258,12406,12553,12732,12917,13178,13478,14225,14429,14580,14725,14824,14902,14971,15028,15091,15137,15185,15209,15230,15251,15266,15276,15284,15287,15289,15292,15294,15295,15296,15298,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300/1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,22,46,72,108,154,220,301,475,533,580,605,624,647,663,676,748,842,972,1046,1128,1245,1430,1681,1829,1970,2122,2335,2466,2678,2894,3051,3224,3388,3577,3744,3901,4006,4105,4215,4365,4560,4884,5147,5686,6065,6364,6590,6786,7007,7217,7443,7651,7846,8012,8183,8388,8553,8738,8941,9142,9358,9600,9840,10141,10482,15182,15263,15283,15292,15298,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300,15300/1,0,0,0,0
